raid,boss,name,quality,id,url
"Vault of Archavon N25",Archavon,"Valorous Dreamwalker Vestments",epic,40469,https://wowhead.com/wotlk/item=40469
"Vault of Archavon N25",Archavon,"Valorous Earthshatter Chestguard",epic,40523,https://wowhead.com/wotlk/item=40523
"Vault of Archavon N25",Archavon,"Valorous Earthshatter Gloves",epic,40515,https://wowhead.com/wotlk/item=40515
"Vault of Archavon N25",Archavon,"Valorous Earthshatter Grips",epic,40520,https://wowhead.com/wotlk/item=40520
"Vault of Archavon N25",Archavon,"Valorous Earthshatter Handguards",epic,40509,https://wowhead.com/wotlk/item=40509
"Vault of Archavon N25",Archavon,"Valorous Earthshatter Hauberk",epic,40514,https://wowhead.com/wotlk/item=40514
"Vault of Archavon N25",Archavon,"Valorous Earthshatter Kilt",epic,40517,https://wowhead.com/wotlk/item=40517
"Vault of Archavon N25",Archavon,"Valorous Earthshatter Legguards",epic,40512,https://wowhead.com/wotlk/item=40512
"Vault of Archavon N25",Archavon,"Valorous Earthshatter Tunic",epic,40508,https://wowhead.com/wotlk/item=40508
"Vault of Archavon N25",Archavon,"Valorous Earthshatter War-Kilt",epic,40522,https://wowhead.com/wotlk/item=40522
"Vault of Archavon N25",Archavon,"Valorous Frostfire Gloves",epic,40415,https://wowhead.com/wotlk/item=40415
"Vault of Archavon N25",Archavon,"Valorous Frostfire Leggings",epic,40417,https://wowhead.com/wotlk/item=40417
"Vault of Archavon N25",Archavon,"Valorous Frostfire Robe",epic,40418,https://wowhead.com/wotlk/item=40418
"Vault of Archavon N25",Archavon,"Valorous Gloves of Faith",epic,40445,https://wowhead.com/wotlk/item=40445
"Vault of Archavon N25",Archavon,"Valorous Handwraps of Faith",epic,40454,https://wowhead.com/wotlk/item=40454
"Vault of Archavon N25",Archavon,"Valorous Leggings of Faith",epic,40448,https://wowhead.com/wotlk/item=40448
"Vault of Archavon N25",Archavon,"Valorous Pants of Faith",epic,40457,https://wowhead.com/wotlk/item=40457
"Vault of Archavon N25",Archavon,"Valorous Plagueheart Gloves",epic,40420,https://wowhead.com/wotlk/item=40420
"Vault of Archavon N25",Archavon,"Valorous Plagueheart Leggings",epic,40422,https://wowhead.com/wotlk/item=40422
"Vault of Archavon N25",Archavon,"Valorous Plagueheart Robe",epic,40423,https://wowhead.com/wotlk/item=40423
"Vault of Archavon N25",Archavon,"Valorous Raiments of Faith",epic,40458,https://wowhead.com/wotlk/item=40458
"Vault of Archavon N25",Archavon,"Valorous Redemption Breastplate",epic,40579,https://wowhead.com/wotlk/item=40579
"Vault of Archavon N25",Archavon,"Valorous Redemption Chestpiece",epic,40574,https://wowhead.com/wotlk/item=40574
"Vault of Archavon N25",Archavon,"Valorous Redemption Gauntlets",epic,40575,https://wowhead.com/wotlk/item=40575
"Vault of Archavon N25",Archavon,"Valorous Redemption Gloves",epic,40570,https://wowhead.com/wotlk/item=40570
"Vault of Archavon N25",Archavon,"Valorous Redemption Greaves",epic,40572,https://wowhead.com/wotlk/item=40572
"Vault of Archavon N25",Archavon,"Valorous Redemption Handguards",epic,40580,https://wowhead.com/wotlk/item=40580
"Vault of Archavon N25",Archavon,"Valorous Redemption Legguards",epic,40583,https://wowhead.com/wotlk/item=40583
"Vault of Archavon N25",Archavon,"Valorous Redemption Legplates",epic,40577,https://wowhead.com/wotlk/item=40577
"Vault of Archavon N25",Archavon,"Valorous Redemption Tunic",epic,40569,https://wowhead.com/wotlk/item=40569
"Vault of Archavon N25",Archavon,"Valorous Robe of Faith",epic,40449,https://wowhead.com/wotlk/item=40449
"Vault of Archavon N25",Archavon,"Valorous Scourgeborne Battleplate",epic,40550,https://wowhead.com/wotlk/item=40550
"Vault of Archavon N25",Archavon,"Valorous Scourgeborne Chestguard",epic,40559,https://wowhead.com/wotlk/item=40559
"Vault of Archavon N25",Archavon,"Valorous Scourgeborne Gauntlets",epic,40552,https://wowhead.com/wotlk/item=40552
"Vault of Archavon N25",Archavon,"Valorous Scourgeborne Handguards",epic,40563,https://wowhead.com/wotlk/item=40563
"Vault of Archavon N25",Archavon,"Valorous Scourgeborne Legguards",epic,40567,https://wowhead.com/wotlk/item=40567
"Vault of Archavon N25",Archavon,"Valorous Scourgeborne Legplates",epic,40556,https://wowhead.com/wotlk/item=40556
"Vault of Archavon N25",Emalon,"Conqueror's Aegis Gauntlets",epic,46155,https://wowhead.com/wotlk/item=46155
"Vault of Archavon N25",Emalon,"Conqueror's Aegis Gloves",epic,46179,https://wowhead.com/wotlk/item=46179
"Vault of Archavon N25",Emalon,"Conqueror's Aegis Greaves",epic,46181,https://wowhead.com/wotlk/item=46181
"Vault of Archavon N25",Emalon,"Conqueror's Aegis Handguards",epic,46174,https://wowhead.com/wotlk/item=46174
"Vault of Archavon N25",Emalon,"Conqueror's Aegis Legguards",epic,46176,https://wowhead.com/wotlk/item=46176
"Vault of Archavon N25",Emalon,"Conqueror's Aegis Legplates",epic,46153,https://wowhead.com/wotlk/item=46153
"Vault of Archavon N25",Emalon,"Conqueror's Darkruned Gauntlets",epic,46113,https://wowhead.com/wotlk/item=46113
"Vault of Archavon N25",Emalon,"Conqueror's Darkruned Handguards",epic,46119,https://wowhead.com/wotlk/item=46119
"Vault of Archavon N25",Emalon,"Conqueror's Darkruned Legguards",epic,46121,https://wowhead.com/wotlk/item=46121
"Vault of Archavon N25",Emalon,"Conqueror's Darkruned Legplates",epic,46116,https://wowhead.com/wotlk/item=46116
"Vault of Archavon N25",Emalon,"Conqueror's Deathbringer Gloves",epic,46135,https://wowhead.com/wotlk/item=46135
"Vault of Archavon N25",Emalon,"Conqueror's Deathbringer Leggings",epic,46139,https://wowhead.com/wotlk/item=46139
"Vault of Archavon N25",Emalon,"Conqueror's Gloves of Sanctification",epic,46188,https://wowhead.com/wotlk/item=46188
"Vault of Archavon N25",Emalon,"Conqueror's Handwraps of Sanctification",epic,46163,https://wowhead.com/wotlk/item=46163
"Vault of Archavon N25",Emalon,"Conqueror's Kirin Tor Gauntlets",epic,46132,https://wowhead.com/wotlk/item=46132
"Vault of Archavon N25",Emalon,"Conqueror's Kirin Tor Leggings",epic,46133,https://wowhead.com/wotlk/item=46133
"Vault of Archavon N25",Emalon,"Conqueror's Leggings of Sanctification",epic,46195,https://wowhead.com/wotlk/item=46195
"Vault of Archavon N25",Emalon,"Conqueror's Nightsong Gloves",epic,46189,https://wowhead.com/wotlk/item=46189
"Vault of Archavon N25",Emalon,"Conqueror's Nightsong Handgrips",epic,46158,https://wowhead.com/wotlk/item=46158
"Vault of Archavon N25",Emalon,"Conqueror's Nightsong Handguards",epic,46183,https://wowhead.com/wotlk/item=46183
"Vault of Archavon N25",Emalon,"Conqueror's Nightsong Leggings",epic,46185,https://wowhead.com/wotlk/item=46185
"Vault of Archavon N25",Emalon,"Conqueror's Nightsong Legguards",epic,46160,https://wowhead.com/wotlk/item=46160
"Vault of Archavon N25",Emalon,"Conqueror's Nightsong Trousers",epic,46192,https://wowhead.com/wotlk/item=46192
"Vault of Archavon N25",Emalon,"Conqueror's Pants of Sanctification",epic,46170,https://wowhead.com/wotlk/item=46170
"Vault of Archavon N25",Emalon,"Conqueror's Scourgestalker Handguards",epic,46142,https://wowhead.com/wotlk/item=46142
"Vault of Archavon N25",Emalon,"Conqueror's Scourgestalker Legguards",epic,46144,https://wowhead.com/wotlk/item=46144
"Vault of Archavon N25",Emalon,"Conqueror's Siegebreaker Gauntlets",epic,46148,https://wowhead.com/wotlk/item=46148
"Vault of Archavon N25",Emalon,"Conqueror's Siegebreaker Handguards",epic,46164,https://wowhead.com/wotlk/item=46164
"Vault of Archavon N25",Emalon,"Conqueror's Siegebreaker Legguards",epic,46169,https://wowhead.com/wotlk/item=46169
"Vault of Archavon N25",Emalon,"Conqueror's Siegebreaker Legplates",epic,46150,https://wowhead.com/wotlk/item=46150
"Vault of Archavon N25",Emalon,"Conqueror's Terrorblade Gauntlets",epic,46124,https://wowhead.com/wotlk/item=46124
"Vault of Archavon N25",Emalon,"Conqueror's Terrorblade Legplates",epic,46126,https://wowhead.com/wotlk/item=46126
"Vault of Archavon N25",Emalon,"Conqueror's Worldbreaker Gloves",epic,46207,https://wowhead.com/wotlk/item=46207
"Vault of Archavon N25",Emalon,"Conqueror's Worldbreaker Grips",epic,46200,https://wowhead.com/wotlk/item=46200
"Vault of Archavon N25",Emalon,"Conqueror's Worldbreaker Handguards",epic,46199,https://wowhead.com/wotlk/item=46199
"Vault of Archavon N25",Emalon,"Conqueror's Worldbreaker Kilt",epic,46210,https://wowhead.com/wotlk/item=46210
"Vault of Archavon N25",Emalon,"Conqueror's Worldbreaker Legguards",epic,46202,https://wowhead.com/wotlk/item=46202
"Vault of Archavon N25",Emalon,"Conqueror's Worldbreaker War-Kilt",epic,46208,https://wowhead.com/wotlk/item=46208
"Vault of Archavon N25",Emalon,"Furious Gladiator's Armwraps of Dominance",epic,41640,https://wowhead.com/wotlk/item=41640
"Vault of Archavon N25",Emalon,"Furious Gladiator's Armwraps of Salvation",epic,41625,https://wowhead.com/wotlk/item=41625
"Vault of Archavon N25",Emalon,"Furious Gladiator's Armwraps of Triumph",epic,41840,https://wowhead.com/wotlk/item=41840
"Vault of Archavon N25",Emalon,"Furious Gladiator's Band of Dominance",epic,42116,https://wowhead.com/wotlk/item=42116
"Vault of Archavon N25",Emalon,"Furious Gladiator's Band of Triumph",epic,42117,https://wowhead.com/wotlk/item=42117
"Vault of Archavon N25",Emalon,"Furious Gladiator's Belt of Dominance",epic,41630,https://wowhead.com/wotlk/item=41630
"Vault of Archavon N25",Emalon,"Furious Gladiator's Belt of Salvation",epic,41617,https://wowhead.com/wotlk/item=41617
"Vault of Archavon N25",Emalon,"Furious Gladiator's Belt of Triumph",epic,41832,https://wowhead.com/wotlk/item=41832
"Vault of Archavon N25",Emalon,"Furious Gladiator's Boots of Dominance",epic,41635,https://wowhead.com/wotlk/item=41635
"Vault of Archavon N25",Emalon,"Furious Gladiator's Boots of Salvation",epic,41621,https://wowhead.com/wotlk/item=41621
"Vault of Archavon N25",Emalon,"Furious Gladiator's Boots of Triumph",epic,41836,https://wowhead.com/wotlk/item=41836
"Vault of Archavon N25",Emalon,"Furious Gladiator's Bracers of Salvation",epic,40983,https://wowhead.com/wotlk/item=40983
"Vault of Archavon N25",Emalon,"Furious Gladiator's Bracers of Triumph",epic,40889,https://wowhead.com/wotlk/item=40889
"Vault of Archavon N25",Emalon,"Furious Gladiator's Chain Gauntlets",epic,41143,https://wowhead.com/wotlk/item=41143
"Vault of Archavon N25",Emalon,"Furious Gladiator's Chain Leggings",epic,41205,https://wowhead.com/wotlk/item=41205
"Vault of Archavon N25",Emalon,"Furious Gladiator's Cloak of Ascendancy",epic,42071,https://wowhead.com/wotlk/item=42071
"Vault of Archavon N25",Emalon,"Furious Gladiator's Cloak of Deliverance",epic,42073,https://wowhead.com/wotlk/item=42073
"Vault of Archavon N25",Emalon,"Furious Gladiator's Cloak of Dominance",epic,42069,https://wowhead.com/wotlk/item=42069
"Vault of Archavon N25",Emalon,"Furious Gladiator's Cloak of Salvation",epic,42072,https://wowhead.com/wotlk/item=42072
"Vault of Archavon N25",Emalon,"Furious Gladiator's Cloak of Subjugation",epic,42070,https://wowhead.com/wotlk/item=42070
"Vault of Archavon N25",Emalon,"Furious Gladiator's Cloak of Triumph",epic,42074,https://wowhead.com/wotlk/item=42074
"Vault of Archavon N25",Emalon,"Furious Gladiator's Cloak of Victory",epic,42075,https://wowhead.com/wotlk/item=42075
"Vault of Archavon N25",Emalon,"Furious Gladiator's Cord of Dominance",epic,41898,https://wowhead.com/wotlk/item=41898
"Vault of Archavon N25",Emalon,"Furious Gladiator's Cord of Salvation",epic,41881,https://wowhead.com/wotlk/item=41881
"Vault of Archavon N25",Emalon,"Furious Gladiator's Cuffs of Dominance",epic,41909,https://wowhead.com/wotlk/item=41909
"Vault of Archavon N25",Emalon,"Furious Gladiator's Cuffs of Salvation",epic,41893,https://wowhead.com/wotlk/item=41893
"Vault of Archavon N25",Emalon,"Furious Gladiator's Dragonhide Gloves",epic,41773,https://wowhead.com/wotlk/item=41773
"Vault of Archavon N25",Emalon,"Furious Gladiator's Dragonhide Legguards",epic,41667,https://wowhead.com/wotlk/item=41667
"Vault of Archavon N25",Emalon,"Furious Gladiator's Dreadplate Gauntlets",epic,40809,https://wowhead.com/wotlk/item=40809
"Vault of Archavon N25",Emalon,"Furious Gladiator's Dreadplate Legguards",epic,40848,https://wowhead.com/wotlk/item=40848
"Vault of Archavon N25",Emalon,"Furious Gladiator's Felweave Handguards",epic,42017,https://wowhead.com/wotlk/item=42017
"Vault of Archavon N25",Emalon,"Furious Gladiator's Felweave Trousers",epic,42005,https://wowhead.com/wotlk/item=42005
"Vault of Archavon N25",Emalon,"Furious Gladiator's Girdle of Salvation",epic,40976,https://wowhead.com/wotlk/item=40976
"Vault of Archavon N25",Emalon,"Furious Gladiator's Girdle of Triumph",epic,40881,https://wowhead.com/wotlk/item=40881
"Vault of Archavon N25",Emalon,"Furious Gladiator's Greaves of Salvation",epic,40977,https://wowhead.com/wotlk/item=40977
"Vault of Archavon N25",Emalon,"Furious Gladiator's Greaves of Triumph",epic,40882,https://wowhead.com/wotlk/item=40882
"Vault of Archavon N25",Emalon,"Furious Gladiator's Kodohide Gloves",epic,41287,https://wowhead.com/wotlk/item=41287
"Vault of Archavon N25",Emalon,"Furious Gladiator's Kodohide Legguards",epic,41298,https://wowhead.com/wotlk/item=41298
"Vault of Archavon N25",Emalon,"Furious Gladiator's Leather Gloves",epic,41767,https://wowhead.com/wotlk/item=41767
"Vault of Archavon N25",Emalon,"Furious Gladiator's Leather Legguards",epic,41655,https://wowhead.com/wotlk/item=41655
"Vault of Archavon N25",Emalon,"Furious Gladiator's Linked Gauntlets",epic,41137,https://wowhead.com/wotlk/item=41137
"Vault of Archavon N25",Emalon,"Furious Gladiator's Linked Leggings",epic,41199,https://wowhead.com/wotlk/item=41199
"Vault of Archavon N25",Emalon,"Furious Gladiator's Mail Gauntlets",epic,41007,https://wowhead.com/wotlk/item=41007
"Vault of Archavon N25",Emalon,"Furious Gladiator's Mail Leggings",epic,41033,https://wowhead.com/wotlk/item=41033
"Vault of Archavon N25",Emalon,"Furious Gladiator's Mooncloth Gloves",epic,41874,https://wowhead.com/wotlk/item=41874
"Vault of Archavon N25",Emalon,"Furious Gladiator's Mooncloth Leggings",epic,41864,https://wowhead.com/wotlk/item=41864
"Vault of Archavon N25",Emalon,"Furious Gladiator's Ornamented Gloves",epic,40927,https://wowhead.com/wotlk/item=40927
"Vault of Archavon N25",Emalon,"Furious Gladiator's Ornamented Legplates",epic,40939,https://wowhead.com/wotlk/item=40939
"Vault of Archavon N25",Emalon,"Furious Gladiator's Pendant of Ascendancy",epic,42037,https://wowhead.com/wotlk/item=42037
"Vault of Archavon N25",Emalon,"Furious Gladiator's Pendant of Deliverance",epic,42039,https://wowhead.com/wotlk/item=42039
"Vault of Archavon N25",Emalon,"Furious Gladiator's Pendant of Dominance",epic,42036,https://wowhead.com/wotlk/item=42036
"Vault of Archavon N25",Emalon,"Furious Gladiator's Pendant of Salvation",epic,42040,https://wowhead.com/wotlk/item=42040
"Vault of Archavon N25",Emalon,"Furious Gladiator's Pendant of Subjugation",epic,42038,https://wowhead.com/wotlk/item=42038
"Vault of Archavon N25",Emalon,"Furious Gladiator's Pendant of Sundering",epic,46373,https://wowhead.com/wotlk/item=46373
"Vault of Archavon N25",Emalon,"Furious Gladiator's Pendant of Triumph",epic,42034,https://wowhead.com/wotlk/item=42034
"Vault of Archavon N25",Emalon,"Furious Gladiator's Pendant of Victory",epic,42035,https://wowhead.com/wotlk/item=42035
"Vault of Archavon N25",Emalon,"Furious Gladiator's Plate Gauntlets",epic,40807,https://wowhead.com/wotlk/item=40807
"Vault of Archavon N25",Emalon,"Furious Gladiator's Plate Legguards",epic,40847,https://wowhead.com/wotlk/item=40847
"Vault of Archavon N25",Emalon,"Furious Gladiator's Ringmail Gauntlets",epic,41001,https://wowhead.com/wotlk/item=41001
"Vault of Archavon N25",Emalon,"Furious Gladiator's Ringmail Leggings",epic,41027,https://wowhead.com/wotlk/item=41027
"Vault of Archavon N25",Emalon,"Furious Gladiator's Sabatons of Dominance",epic,41075,https://wowhead.com/wotlk/item=41075
"Vault of Archavon N25",Emalon,"Furious Gladiator's Sabatons of Salvation",epic,41055,https://wowhead.com/wotlk/item=41055
"Vault of Archavon N25",Emalon,"Furious Gladiator's Sabatons of Triumph",epic,41230,https://wowhead.com/wotlk/item=41230
"Vault of Archavon N25",Emalon,"Furious Gladiator's Satin Gloves",epic,41940,https://wowhead.com/wotlk/item=41940
"Vault of Archavon N25",Emalon,"Furious Gladiator's Satin Leggings",epic,41927,https://wowhead.com/wotlk/item=41927
"Vault of Archavon N25",Emalon,"Furious Gladiator's Scaled Gauntlets",epic,40808,https://wowhead.com/wotlk/item=40808
"Vault of Archavon N25",Emalon,"Furious Gladiator's Scaled Legguards",epic,40849,https://wowhead.com/wotlk/item=40849
"Vault of Archavon N25",Emalon,"Furious Gladiator's Silk Handguards",epic,41971,https://wowhead.com/wotlk/item=41971
"Vault of Archavon N25",Emalon,"Furious Gladiator's Silk Trousers",epic,41959,https://wowhead.com/wotlk/item=41959
"Vault of Archavon N25",Emalon,"Furious Gladiator's Slippers of Dominance",epic,41903,https://wowhead.com/wotlk/item=41903
"Vault of Archavon N25",Emalon,"Furious Gladiator's Slippers of Salvation",epic,41885,https://wowhead.com/wotlk/item=41885
"Vault of Archavon N25",Emalon,"Furious Gladiator's Waistguard of Dominance",epic,41070,https://wowhead.com/wotlk/item=41070
"Vault of Archavon N25",Emalon,"Furious Gladiator's Waistguard of Salvation",epic,41051,https://wowhead.com/wotlk/item=41051
"Vault of Archavon N25",Emalon,"Furious Gladiator's Waistguard of Triumph",epic,41235,https://wowhead.com/wotlk/item=41235
"Vault of Archavon N25",Emalon,"Furious Gladiator's Wristguards of Dominance",epic,41065,https://wowhead.com/wotlk/item=41065
"Vault of Archavon N25",Emalon,"Furious Gladiator's Wristguards of Salvation",epic,41060,https://wowhead.com/wotlk/item=41060
"Vault of Archavon N25",Emalon,"Furious Gladiator's Wristguards of Triumph",epic,41225,https://wowhead.com/wotlk/item=41225
"Vault of Archavon N25",Emalon,"Furious Gladiator's Wyrmhide Gloves",epic,41293,https://wowhead.com/wotlk/item=41293
"Vault of Archavon N25",Emalon,"Furious Gladiator's Wyrmhide Legguards",epic,41304,https://wowhead.com/wotlk/item=41304
"Vault of Archavon N25",Koralon,"Garona's Gauntlets of Triumph",epic,48241,https://wowhead.com/wotlk/item=48241
"Vault of Archavon N25",Koralon,"Garona's Legplates of Triumph",epic,48239,https://wowhead.com/wotlk/item=48239
"Vault of Archavon N25",Koralon,"Gul'dan's Gloves of Triumph",epic,47803,https://wowhead.com/wotlk/item=47803
"Vault of Archavon N25",Koralon,"Gul'dan's Leggings of Triumph",epic,47805,https://wowhead.com/wotlk/item=47805
"Vault of Archavon N25",Koralon,"Hellscream's Gauntlets of Triumph",epic,48392,https://wowhead.com/wotlk/item=48392
"Vault of Archavon N25",Koralon,"Hellscream's Handguards of Triumph",epic,48462,https://wowhead.com/wotlk/item=48462
"Vault of Archavon N25",Koralon,"Hellscream's Legguards of Triumph",epic,48464,https://wowhead.com/wotlk/item=48464
"Vault of Archavon N25",Koralon,"Hellscream's Legplates of Triumph",epic,48394,https://wowhead.com/wotlk/item=48394
"Vault of Archavon N25",Koralon,"Kel'Thuzad's Gloves of Triumph",epic,47782,https://wowhead.com/wotlk/item=47782
"Vault of Archavon N25",Koralon,"Kel'Thuzad's Leggings of Triumph",epic,47780,https://wowhead.com/wotlk/item=47780
"Vault of Archavon N25",Koralon,"Khadgar's Gauntlets of Triumph",epic,47753,https://wowhead.com/wotlk/item=47753
"Vault of Archavon N25",Koralon,"Khadgar's Leggings of Triumph",epic,47755,https://wowhead.com/wotlk/item=47755
"Vault of Archavon N25",Koralon,"Koltira's Gauntlets of Triumph",epic,48499,https://wowhead.com/wotlk/item=48499
"Vault of Archavon N25",Koralon,"Koltira's Handguards of Triumph",epic,48556,https://wowhead.com/wotlk/item=48556
"Vault of Archavon N25",Koralon,"Koltira's Legguards of Triumph",epic,48554,https://wowhead.com/wotlk/item=48554
"Vault of Archavon N25",Koralon,"Koltira's Legplates of Triumph",epic,48497,https://wowhead.com/wotlk/item=48497
"Vault of Archavon N25",Koralon,"Liadrin's Gauntlets of Triumph",epic,48625,https://wowhead.com/wotlk/item=48625
"Vault of Archavon N25",Koralon,"Liadrin's Gloves of Triumph",epic,48593,https://wowhead.com/wotlk/item=48593
"Vault of Archavon N25",Koralon,"Liadrin's Greaves of Triumph",epic,48591,https://wowhead.com/wotlk/item=48591
"Vault of Archavon N25",Koralon,"Liadrin's Handguards of Triumph",epic,48658,https://wowhead.com/wotlk/item=48658
"Vault of Archavon N25",Koralon,"Liadrin's Legguards of Triumph",epic,48660,https://wowhead.com/wotlk/item=48660
"Vault of Archavon N25",Koralon,"Liadrin's Legplates of Triumph",epic,48623,https://wowhead.com/wotlk/item=48623
"Vault of Archavon N25",Koralon,"Malfurion's Gloves of Triumph",epic,48163,https://wowhead.com/wotlk/item=48163
"Vault of Archavon N25",Koralon,"Malfurion's Handgrips of Triumph",epic,48212,https://wowhead.com/wotlk/item=48212
"Vault of Archavon N25",Koralon,"Malfurion's Handguards of Triumph",epic,48133,https://wowhead.com/wotlk/item=48133
"Vault of Archavon N25",Koralon,"Malfurion's Leggings of Triumph",epic,48135,https://wowhead.com/wotlk/item=48135
"Vault of Archavon N25",Koralon,"Malfurion's Legguards of Triumph",epic,48210,https://wowhead.com/wotlk/item=48210
"Vault of Archavon N25",Koralon,"Malfurion's Trousers of Triumph",epic,48165,https://wowhead.com/wotlk/item=48165
"Vault of Archavon N25",Koralon,"Nobundo's Gloves of Triumph",epic,48317,https://wowhead.com/wotlk/item=48317
"Vault of Archavon N25",Koralon,"Nobundo's Grips of Triumph",epic,48347,https://wowhead.com/wotlk/item=48347
"Vault of Archavon N25",Koralon,"Nobundo's Handguards of Triumph",epic,48286,https://wowhead.com/wotlk/item=48286
"Vault of Archavon N25",Koralon,"Nobundo's Kilt of Triumph",epic,48319,https://wowhead.com/wotlk/item=48319
"Vault of Archavon N25",Koralon,"Nobundo's Legguards of Triumph",epic,48288,https://wowhead.com/wotlk/item=48288
"Vault of Archavon N25",Koralon,"Nobundo's War-Kilt of Triumph",epic,48349,https://wowhead.com/wotlk/item=48349
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Armwraps of Dominance",epic,41641,https://wowhead.com/wotlk/item=41641
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Armwraps of Salvation",epic,41626,https://wowhead.com/wotlk/item=41626
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Armwraps of Triumph",epic,41841,https://wowhead.com/wotlk/item=41841
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Band of Ascendancy",epic,42118,https://wowhead.com/wotlk/item=42118
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Band of Victory",epic,42119,https://wowhead.com/wotlk/item=42119
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Belt of Dominance",epic,41631,https://wowhead.com/wotlk/item=41631
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Belt of Salvation",epic,41618,https://wowhead.com/wotlk/item=41618
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Belt of Triumph",epic,41833,https://wowhead.com/wotlk/item=41833
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Boots of Dominance",epic,41636,https://wowhead.com/wotlk/item=41636
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Boots of Salvation",epic,41622,https://wowhead.com/wotlk/item=41622
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Boots of Triumph",epic,41837,https://wowhead.com/wotlk/item=41837
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Bracers of Salvation",epic,40984,https://wowhead.com/wotlk/item=40984
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Bracers of Triumph",epic,40890,https://wowhead.com/wotlk/item=40890
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Chain Gauntlets",epic,41144,https://wowhead.com/wotlk/item=41144
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Chain Leggings",epic,41206,https://wowhead.com/wotlk/item=41206
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Cloak of Ascendancy",epic,42078,https://wowhead.com/wotlk/item=42078
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Cloak of Deliverance",epic,42080,https://wowhead.com/wotlk/item=42080
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Cloak of Dominance",epic,42076,https://wowhead.com/wotlk/item=42076
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Cloak of Salvation",epic,42079,https://wowhead.com/wotlk/item=42079
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Cloak of Subjugation",epic,42077,https://wowhead.com/wotlk/item=42077
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Cloak of Triumph",epic,42081,https://wowhead.com/wotlk/item=42081
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Cloak of Victory",epic,42082,https://wowhead.com/wotlk/item=42082
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Cord of Dominance",epic,41899,https://wowhead.com/wotlk/item=41899
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Cord of Salvation",epic,41882,https://wowhead.com/wotlk/item=41882
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Cuffs of Dominance",epic,41910,https://wowhead.com/wotlk/item=41910
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Cuffs of Salvation",epic,41894,https://wowhead.com/wotlk/item=41894
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Dragonhide Gloves",epic,41774,https://wowhead.com/wotlk/item=41774
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Dragonhide Legguards",epic,41668,https://wowhead.com/wotlk/item=41668
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Dreadplate Gauntlets",epic,40811,https://wowhead.com/wotlk/item=40811
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Dreadplate Legguards",epic,40851,https://wowhead.com/wotlk/item=40851
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Felweave Handguards",epic,42018,https://wowhead.com/wotlk/item=42018
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Felweave Trousers",epic,42006,https://wowhead.com/wotlk/item=42006
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Girdle of Salvation",epic,40978,https://wowhead.com/wotlk/item=40978
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Girdle of Triumph",epic,40883,https://wowhead.com/wotlk/item=40883
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Greaves of Salvation",epic,40979,https://wowhead.com/wotlk/item=40979
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Greaves of Triumph",epic,40884,https://wowhead.com/wotlk/item=40884
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Kodohide Gloves",epic,41288,https://wowhead.com/wotlk/item=41288
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Kodohide Legguards",epic,41299,https://wowhead.com/wotlk/item=41299
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Leather Gloves",epic,41768,https://wowhead.com/wotlk/item=41768
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Leather Legguards",epic,41656,https://wowhead.com/wotlk/item=41656
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Linked Gauntlets",epic,41138,https://wowhead.com/wotlk/item=41138
"Vault of Archavon N25",Koralon,"Relentless Gladiator's Linked Leggings",epic,41200,https://wowhead.com/wotlk/item=41200
